box_size,alpha,v_wall,Omega_tilde_int_extrap,k1,k2,ke,n1,n2,n3,b,coll_supp_fact,curly_K_0_512,t_perc
40,0.0046,0.52,0.006509499,1.543743626,25.46390371,5.992094769,3,1,-3,0.323944612,0.818370994,0.000143186,11.0547
40,0.0046,0.56,0.005020022,1.450270456,24.94280536,6.010893287,3,1,-3,0.406067218,0.715647646,0.000248736,11.0625
40,0.0046,0.6,0.005227548,1.377091862,23.43601607,5.722370716,3,1,-3,0.412974307,0.668195549,0.000432222,11.0625
40,0.0046,0.64,0.006727534,1.257532855,21.10360033,5.271958536,3,1,-3,0.356909072,0.694067253,0.000152836,11.0625
40,0.0046,0.68,0.009018278,1.143324337,14.72811917,4.922417227,3,1,-3,0.280504228,0.708648042,8.84E-05,11.0625
40,0.0046,0.72,0.011430117,1.034941451,8.480145459,4.889221711,3,1,-3,0.21973843,0.72661921,6.46E-05,11.0625
40,0.0046,0.76,0.01360081,0.972647104,6.202834497,4.791690272,3,1,-2.999,0.180646889,0.717181795,4.97E-05,11.0625
40,0.0046,0.8,0.015529145,0.902134307,4.928740007,4.67386363,3,1,-2.999,0.150943741,0.704186678,4.00E-05,11.0625
20,0.05,0.32,0.019347076,2.661651987,2.661651987,28.47629368,3,1,-3,0.100928868,1.013477719,0.003956792,8.66193
20,0.05,0.36,0.018623899,2.739874017,2.739874016,28.3898451,3,1,-3,0.123948682,1.03096515,0.004926045,8.66206
20,0.05,0.4,0.017425402,2.910655201,2.910655201,28.18184176,3,1,-3,0.21995272,1.064985073,0.006205888,8.65972
20,0.05,0.44,0.016413197,2.801171451,3.293451771,27.85998599,3,1,-3,0.316085386,1.068573434,0.007623867,8.66202
20,0.05,0.48,0.016165639,2.12024772,3.556290047,26.55559475,3,1,-2.861247572,0.451071297,1.048155861,0.009253271,8.66242
20,0.05,0.52,0.016183343,1.689179588,3.720596,24.96384439,3,1,-2.780478192,0.55774048,0.957180239,0.010603755,8.66294
20,0.05,0.56,0.016088176,1.565610039,3.893785052,23.38618146,3,1,-2.791449601,0.63212127,0.824257076,0.011558826,8.66211
20,0.05,0.6,0.015850469,1.390191018,3.999933899,21.70383487,3,1,-2.780871964,0.656210382,0.68248109,0.011834303,8.65998
20,0.05,0.64,0.015362995,1.245536325,3.761978702,19.65590915,3,1,-2.658579313,0.615616036,0.596825838,0.011391412,8.66146
20,0.05,0.68,0.015515487,1.258527841,3.30771372,17.87435026,3,1,-2.571023793,0.527244209,0.613478819,0.011074839,8.66005
20,0.05,0.72,0.015231226,1.466665901,2.848822494,16.41883784,3,1,-2.531112139,0.444531289,0.676777974,0.008648051,8.66152
20,0.05,0.76,0.015630364,1.658341921,2.429079883,15.08264739,3,1,-2.514708773,0.364035837,0.714201331,0.005825181,8.66129
20,0.05,0.8,0.016370944,1.593128574,2.176841668,13.94180966,3,1,-2.546250337,0.292379308,0.723018713,0.004724427,8.6625
40,0.05,0.32,0.021787518,2.494051757,2.494051757,13.7832048,3,1,-3,0.097654749,1.003617655,0.003918297,11.0573
40,0.05,0.36,0.020519063,2.623202981,2.623202981,13.56834702,3,1,-3,0.167717781,1.018801423,0.004867925,11.0563
40,0.05,0.4,0.019039369,2.748831784,2.748831784,13.47123434,3,1,-3,0.226694937,1.014235825,0.005910162,11.0563
40,0.05,0.44,0.017513861,1.781371529,3.644645875,13.19480363,3,1,-3,0.331244841,1.00359459,0.007160267,11.0547
40,0.05,0.48,0.016194923,1.459566551,4.141971564,12.92629246,3,1,-3,0.453028643,0.949609118,0.008383286,11.0547
40,0.05,0.52,0.015577202,1.383315675,4.354327889,12.50098133,3,1,-3,0.558920761,0.868342397,0.009619599,11.0547
40,0.05,0.56,0.015491437,1.371139891,4.412297743,11.77837752,3,1,-3,0.616080303,0.763026875,0.010700175,11.0625
40,0.05,0.6,0.015086488,1.329885705,4.429152643,10.96845471,3,1,-3,0.634689735,0.676451007,0.01172974,11.0625
40,0.05,0.64,0.014797428,1.202806142,4.324894925,10.10907485,3,1,-2.956721909,0.613471352,0.640315566,0.012221485,11.0625
40,0.05,0.68,0.015295412,1.137220923,3.847833799,9.161430541,3,1,-2.762503444,0.535236605,0.642140307,0.011592251,11.0625
40,0.05,0.72,0.015797974,1.060374447,3.531804237,8.475718775,3,1,-2.764691705,0.447401355,0.659069038,0.008421761,11.0625
40,0.05,0.76,0.016374124,1.014623931,3.20944557,7.752618605,3,1,-2.724744202,0.372823281,0.686300815,0.005597619,11.0625
40,0.05,0.8,0.01720351,0.961460625,2.93943427,7.158256794,3,1,-2.738842731,0.310063137,0.686217549,0.004483957,11.0625
20,0.5,0.36,0.022597803,1.73168967,1.731689679,52.53918312,3,1,-2.800311406,1.261176186,1.082605675,0.378434919,8.66206
20,0.5,0.4,0.025531334,1.621021379,1.621021379,47.61703466,3,1,-2.779678712,1.304308989,1.082351087,0.406599009,8.65972
20,0.5,0.44,0.02515006,1.667113416,1.667113416,43.98228306,3,1,-2.782383535,1.23718339,1.006251524,0.402086872,8.66202
20,0.5,0.48,0.029579559,1.571932266,1.571932267,40.70053254,3,1,-2.807665286,1.249230371,0.96810915,0.408494831,8.66242
20,0.5,0.52,0.031659563,1.459357324,1.459357325,37.28020117,3,1,-2.766443414,1.201756331,0.892795254,0.395828948,8.66294
20,0.5,0.56,0.033066631,1.387497323,1.428991203,34.33628994,3,1,-2.751989634,1.199129534,0.83606583,0.388209902,8.66211
20,0.5,0.6,0.032414259,1.241812732,1.466553178,31.58237151,3,1,-2.728683166,1.217200428,0.787348405,0.381801024,8.65998
20,0.5,0.64,0.031939117,0.997377208,1.556411061,29.36672367,3,1,-2.725267573,1.174211507,0.714782461,0.359448226,8.66146
20,0.5,0.68,0.030181058,0.890287886,1.620598861,27.49540726,3,1,-2.730018431,1.117395366,0.64182399,0.331822689,8.66005
20,0.5,0.72,0.028653363,0.958469442,1.562502483,25.47594788,3,1,-2.69931116,1.089980796,0.594493515,0.312308098,8.66152
20,0.5,0.76,0.02739877,1.188800824,1.347356598,23.50474763,3,1,-2.641887482,1.054047514,0.56447836,0.29674953,8.66129
20,0.5,0.8,0.027648553,1.223971316,1.250579294,22.2763112,3,1,-2.64608752,0.990936447,0.55214619,0.283707714,8.6625
40,0.5,0.36,0.029144896,1.40762849,1.542244789,26.2538184,3,1,-2.67475042,1.316076232,1.009507445,0.35288275,11.0551
40,0.5,0.4,0.030484486,1.264858351,1.590182083,23.7927769,3,1,-2.667352824,1.309694078,0.976246506,0.366739468,11.0563
40,0.5,0.44,0.031456085,1.109834085,1.645601036,21.79657386,3,1,-2.659454986,1.264998643,0.921035126,0.368035351,11.0554
40,0.5,0.48,0.032276394,1.089242515,1.656849824,20.06355895,3,1,-2.650070959,1.265813567,0.877483478,0.370255219,11.0561
40,0.5,0.52,0.033284535,1.095759644,1.624636349,18.42485479,3,1,-2.621268156,1.252446073,0.827711297,0.36697338,11.0551
40,0.5,0.56,0.033624249,1.231771152,1.545883278,16.99399481,3,1,-2.590440404,1.249519816,0.779623844,0.362002232,11.061
40,0.5,0.6,0.032868679,1.264220713,1.537736792,15.71727039,3,1,-2.567033437,1.253901169,0.735602357,0.356708328,11.0559
40,0.5,0.64,0.03147191,1.158335509,1.578861779,14.59292081,3,1,-2.542311236,1.252805999,0.69562338,0.34981355,11.0625
40,0.5,0.68,0.030255581,1.032307047,1.624389818,13.60802726,3,1,-2.520126216,1.221894037,0.656114747,0.339211003,11.0625
40,0.5,0.72,0.029444039,0.942272127,1.627300331,12.70088303,3,1,-2.49442679,1.158973336,0.621682989,0.326591674,11.0625
40,0.5,0.76,0.029326582,0.874173117,1.540643149,11.76480153,3,1,-2.428369406,1.087067467,0.595651785,0.31313758,11.0625
40,0.5,0.8,0.029297254,0.844595752,1.436566382,11.01840284,3,1,-2.390482158,1.017173983,0.583220795,0.299674691,11.0625
