RGIId,lon,lat,do_we_have_an_observation_in_middle_fifth,Frontal_ablation_2000_to_2010_gt_per_yr_mean,Frontal_ablation_2000_to_2010_gt_per_yr_mean_err,Frontal_ablation_2010_to_2020_gt_per_yr_mean,Frontal_ablation_2010_to_2020_gt_per_yr_mean_err,Terminus_volume_change_2000_to_2010_gt_per_yr,Terminus_volume_change_2010_to_2020_gt_per_yr,Number_of_children
RGI60-01.20791,-137.2799891,58.46857295,0,0.008016145,0.008156698,0.006712016,0.006885879,1.46E-05,-4.38E-07,0
RGI60-01.20830,-137.1005999,58.83023438,0,0.000195893,0.000404429,0.000483976,0.000561712,1.92E-05,-5.85E-05,0
RGI60-01.20891,-137.0751434,59.03899133,0,0.037965365,0.008181626,0.049160801,0.005402905,-4.54E-05,-0.001184922,0
RGI60-01.20968,-136.0740411,59.04384667,0,0.004492223,0.004127625,0.010528039,0.01137588,-0.001861489,-0.009278414,0
RGI60-01.23642,-141.5468549,60.11508182,0,0.002198608,0.002884906,0.007363651,0.006357917,8.70E-05,-0.002399427,0
RGI60-01.24715,-148.7112446,60.67038233,0,0.000630559,0.000688514,0.000127022,0.000452282,-1.25E-05,-8.08E-05,0
RGI60-01.26732,-137.0640964,59.06897948,0,0.001363228,0.01154512,0.000255003,0.000260431,0.002256381,-0.000149221,2
RGI60-03.00108,-76.14281502,80.89113547,1,0.048753555,0.015150876,0.039425062,0.012055456,-0.032292023,-0.030474352,0
RGI60-03.00113,-76.34143214,80.81656256,1,0.0182788,0.009987023,0.011369982,0.002822924,-0.008567218,-0.009486423,0
RGI60-03.00123,-77.91731246,80.55828612,1,0.029537342,0.006501549,0.008336087,0.004084184,-0.025074709,-0.007733327,0
RGI60-03.00175,-80.23799823,79.70629097,0,0.007210263,0.009235725,0.006602951,0.004230661,-0.004931127,-0.003238049,0
RGI60-03.00183,-79.64593172,79.68353223,1,0.036275359,0.014073216,0.070145865,0.019896958,-0.01573887,-0.022338874,0
RGI60-03.00191,-77.19185845,79.56514907,1,0.006052741,0.006052741,0.008142333,0.001955012,0.042164516,-0.006607193,0
RGI60-03.00237,-74.93499215,79.81660582,1,0.039078639,0.0116428,0.054740572,0.00792898,-0.029845943,-0.053818422,0
RGI60-03.00251,-74.35427748,79.89671735,1,0.005078471,0.005078471,0.013929107,0.002339604,0.026569247,-0.013334285,0
RGI60-03.00283,-72.38741021,80.07243564,1,0.001371401,0.003807129,0.000976894,0.003388746,0.002321195,0.000565367,0
RGI60-03.00300,-72.44018994,80.23028428,1,0.003484935,0.0024117,0.003382373,0.001894845,-0.001157322,-0.001786606,0
RGI60-03.00366,-71.0744616,80.57441652,1,0.009811011,0.010128794,0.007698834,0.008218531,0.000249709,0.000419699,0
RGI60-03.00419,-78.03060318,79.36600666,1,0.003463705,0.002851768,0.001786621,0.001296331,-0.000459657,-0.00034972,2
RGI60-03.00523,-74.75375658,79.77697027,0,0.000396459,0.000594927,0.000358562,0.000818957,-0.000192877,-0.000174326,0
RGI60-03.00552,-74.00823841,79.78790754,0,0.000182022,0.000182605,0.001918642,0.001187982,-0.000152869,-0.001804897,0
RGI60-03.00555,-74.2893885,79.79169676,0,0.001139351,0.001090596,0.001169004,0.001213083,-0.00039523,-0.000667939,0
RGI60-03.00560,-74.5622043,79.78874653,0,0.000341556,0.000765465,0.000785006,0.000941517,-0.000213218,-0.000334345,0
RGI60-03.00562,-74.65856187,79.78341127,0,0.000143601,0.000140113,6.55E-05,7.57E-05,-3.23E-05,-1.60E-05,0
RGI60-03.00571,-73.80878721,79.76782682,0,0.000324709,0.000428679,0.000244665,0.000463815,-9.09E-05,-0.000155717,0
RGI60-03.00702,-81.99502971,76.57435561,0,5.12E-05,0.000114384,9.83E-05,0.000159233,-1.59E-05,-7.42E-05,0
RGI60-03.00704,-82.34637536,76.57206422,0,0.003053204,0.001899212,0.001379778,0.001537644,-0.00099682,-0.000619917,0
RGI60-03.00832,-92.3200251,79.45350045,1,0.007488817,0.005698761,0.07483355,0.009128289,-0.00289983,-0.073045342,0
RGI60-03.00994,-91.76543794,78.54863746,1,0.040961287,0.014798579,0.024987606,0.012003565,0.006001228,0.005097459,0
RGI60-03.01405,-79.20500697,76.04959891,0,0.004046402,0.002740589,0.006647447,0.003427528,-0.002056613,-0.005282815,0
RGI60-03.01408,-79.53464268,75.94144546,0,0.005030152,0.003450507,0.008009703,0.004160498,-0.003162048,-0.006860206,0
RGI60-03.01416,-79.40818788,75.97889629,0,0.003219227,0.002867886,0.002681547,0.002246158,-0.00112139,-0.002372588,0
RGI60-03.01422,-79.32628205,75.99607016,0,0.000786409,0.000886573,0.002531631,0.00171264,-0.000777515,-0.001835893,0
RGI60-03.01438,-79.55660831,75.91963365,0,0.000299732,0.000287972,0.000855222,0.000732907,-0.000263366,-0.000613831,0
RGI60-03.01439,-79.2540378,76.01643813,0,0.000906916,0.00062283,0.001563522,0.001041684,-0.000428241,-0.00142819,0
RGI60-03.01444,-79.02339487,76.10881431,0,0.000142165,0.00021994,0.000401912,0.000482911,-5.84E-05,-0.000356321,0
RGI60-03.01447,-78.93156824,76.10096065,0,0.004121593,0.003101074,0.007068998,0.004972299,-0.003850695,-0.007002208,0
RGI60-03.01469,-85.1314174,74.50896534,0,0.001544734,0.000959987,7.28E-05,7.86E-05,-0.001468553,-6.20E-06,0
RGI60-03.01471,-85.09238915,74.57107405,0,0.000590709,0.000549423,0.000404597,0.000520884,-0.000228357,-0.00012786,0
RGI60-03.01474,-87.51823095,74.4729283,0,7.76E-05,0.000155068,4.22E-05,0.000143724,9.53E-06,1.92E-05,0
RGI60-03.01475,-87.46598558,74.52015305,0,0.000669912,0.000542707,0.000179283,0.000425013,-0.000415455,0.000119576,0
RGI60-03.01477,-89.58795356,76.31537248,0,0.008045948,0.004718576,0.007832709,0.004234166,-0.001773405,-0.002616618,0
RGI60-03.01478,-89.73973446,76.3191954,0,0.000918051,0.001281051,0.000729652,0.00054293,-0.000450837,-0.000457736,0
RGI60-03.01482,-77.8545046,76.81800911,0,0.007881437,0.014296927,0.021325301,0.014337996,-0.002477382,-0.017361953,0
RGI60-03.01483,-78.62612315,76.80990023,0,0.018986293,0.015924954,0.022628043,0.021364748,-0.013723808,-0.020117904,0
RGI60-03.01485,-79.70161588,77.23958809,1,4.12E-05,5.96E-05,4.13E-05,6.07E-05,-3.71E-05,-4.11E-05,0
RGI60-03.01487,-79.50352004,77.22720906,0,0.000113717,0.000222825,0.000553794,0.000341138,-4.14E-05,-0.000546776,0
RGI60-03.01490,-79.35442884,77.21151492,0,0.030050193,0.022903155,0.023124818,0.014061511,-0.000375517,-0.011406629,0
RGI60-03.01493,-79.92311546,77.20788292,0,0.000348573,0.000556491,0.0008586,0.000632637,-0.000296647,-0.000847996,0
RGI60-03.01496,-79.95939588,77.19952325,0,0.000593346,0.000557192,0.000860712,0.000526496,-0.000563767,-0.000786973,0
RGI60-03.01499,-80.19994853,77.16927638,0,0.000532635,0.000518671,0.000521483,0.000425238,-0.000365841,-0.000439243,0
RGI60-03.01502,-80.25739502,77.14970078,0,0.00198687,0.001452564,0.001300324,0.001172465,-0.0007381,-0.000639729,0
RGI60-03.01503,-79.97869564,77.18576249,0,0.000115368,0.000151516,5.22E-05,0.000188402,-5.32E-05,-3.09E-05,0
RGI60-03.01506,-79.11382991,77.15385505,0,0.016096524,0.011852593,0.011989877,0.009065527,-0.004335652,-0.00821666,0
RGI60-03.01508,-80.02401225,77.17067577,0,0.000566377,0.000823621,0.001128402,0.000822771,-0.000317243,-0.001069506,0
RGI60-03.01509,-80.28428944,77.1324913,0,0.002925238,0.002184795,0.001386162,0.001460588,-0.001224529,-0.000817207,0
RGI60-03.01512,-80.38762845,77.06943942,0,0.001316798,0.001494767,0.00244583,0.00152537,-0.001064826,-0.002186191,0
RGI60-03.01514,-79.05985637,77.1034066,0,0.014757872,0.009679213,0.015030804,0.008486511,-0.003939497,-0.011213488,0
RGI60-03.01516,-80.17926419,77.10422927,0,0.000821472,0.000729616,0.000883303,0.000648776,-0.000724359,-0.000741923,0
RGI60-03.01517,-79.32367827,76.88596821,1,0.281154975,0.125035546,0.352153719,0.080914999,-0.251878392,-0.339552198,0
RGI60-03.01519,-79.14067603,77.05713589,0,0.000362582,0.000686558,0.000697528,0.000664235,-0.000340499,-0.000566457,0
RGI60-03.01520,-79.27827129,77.00702022,0,0.001747379,0.001886132,0.00228052,0.001640136,-0.001519925,-0.001930817,0
RGI60-03.01522,-79.1697412,77.04624907,0,0.00028606,0.000456629,0.000678467,0.000548296,-0.000267417,-0.000613138,0
RGI60-03.01523,-78.29409578,77.00267305,0,0.023837475,0.017188997,0.018159427,0.00983402,-0.004072601,-0.015646488,0
RGI60-03.01527,-78.05556248,76.98146912,0,0.011832322,0.009556694,0.00639324,0.008073674,-0.001458964,0.011195462,0
RGI60-03.01529,-77.96091258,76.93658241,0,0.006371172,0.005941582,0.008140576,0.008157499,-0.002922529,-0.007839548,0
RGI60-03.01530,-78.50509668,76.94286953,0,0.00238804,0.002598462,0.00338267,0.00231882,-0.001372681,-0.003089973,0
RGI60-03.01533,-78.55857509,76.88601347,0,0.002059418,0.001674111,0.002493471,0.001594019,-0.001510263,-0.002107515,0
RGI60-03.01535,-77.92313318,76.88399082,0,0.004606179,0.007669306,0.012625409,0.009507152,-0.000280145,-0.011489208,0
RGI60-03.01544,-77.98215893,76.6711149,0,0.02419346,0.038385928,0.037594809,0.025607623,-0.004481687,-0.034552198,0
RGI60-03.01555,-80.85025644,76.45662728,1,0.007762922,0.005430353,0.008076469,0.006385134,-0.003122188,-0.00432029,0
RGI60-03.01564,-78.61913386,76.5890457,0,0.013149937,0.012822068,0.01175859,0.011640323,-0.011757239,-0.011057831,0
RGI60-03.01566,-78.87714827,76.55952255,0,0.008164295,0.009323076,0.012411829,0.009781165,-0.006350873,-0.011863868,0
RGI60-03.01571,-78.31722989,76.53918095,0,0.01189274,0.008038448,0.018303213,0.011196882,-0.007365757,-0.016901908,0
RGI60-03.01572,-79.15722242,76.44828755,0,0.014092551,0.012587968,0.024958698,0.01763336,-0.011052438,-0.023747728,0
RGI60-03.01575,-78.58868266,76.54160022,0,0.001138955,0.000813518,0.002668534,0.001812325,-0.000725524,-0.002478309,0
RGI60-03.01576,-79.42184461,76.33863717,0,0.021826815,0.016637448,0.034406548,0.023964605,-0.008226841,-0.026487888,0
RGI60-03.01577,-78.56872333,76.50232202,0,0.001569755,0.001104285,0.001535981,0.001089048,-0.001226964,-0.001355783,0
RGI60-03.01582,-78.56220784,76.4896994,0,0.001028985,0.000695767,0.000875323,0.000675488,-0.00076613,-0.000739116,0
RGI60-03.01585,-79.83923492,76.27632819,0,0.000495006,0.000770714,0.004098587,0.002472045,-0.000412857,-0.002537291,0
RGI60-03.01586,-79.99015463,76.25874066,0,0.005345786,0.003852901,0.005500501,0.003364778,-0.002393228,-0.004070615,0
RGI60-03.01590,-80.71673561,76.16661012,1,0.000873159,0.000547469,0.001314431,0.000742405,-0.000758549,-0.000827186,0
RGI60-03.01605,-80.60404874,77.23940245,0,0.000208474,0.000445335,0.000702168,0.000430844,-0.000121364,-0.000644821,0
RGI60-03.01608,-79.76317292,77.22530202,1,0.000645668,0.000449054,0.000735057,0.000368561,-0.000540348,-0.000573541,0
RGI60-03.01609,-80.45931326,77.22874316,0,0.000193582,0.000339371,0.000628504,0.000732117,-1.23E-06,-0.000543577,0
RGI60-03.01614,-78.82891678,76.81500781,0,0.001010224,0.00075697,0.000597876,0.000716254,-0.000709714,-0.000471457,0
RGI60-03.01617,-78.54837787,76.87039336,0,0.001194504,0.00107472,0.001269818,0.00111305,-0.00079029,-0.001101027,0
RGI60-03.01618,-78.00194726,76.95986305,0,0.002294928,0.001830962,0.004867889,0.003154674,-0.00157322,-0.004271801,0
RGI60-03.01619,-77.89709983,76.84797682,0,0.000960644,0.000806993,0.002033894,0.001408708,-0.000570863,-0.001867517,0
RGI60-03.01621,-78.99116999,76.47166917,0,0.001162998,0.000845164,0.000694547,0.000729322,-0.000762859,-0.000568658,0
RGI60-03.01630,-78.03257019,78.83013945,0,0.001420142,0.001186552,0.000244437,0.000323138,-0.001248981,-0.0001078,0
RGI60-03.01633,-79.59598682,77.33330964,1,0.05011393,0.013729624,0.04792137,0.006843102,-0.002323495,-0.018300659,0
RGI60-03.01637,-77.37606844,77.96966727,1,0.013096048,0.006949421,0.004915503,0.002728328,-0.00776315,-0.003621399,0
RGI60-03.01641,-78.20377346,78.8525653,1,0.009367745,0.00388906,0.007648186,0.003636847,-0.001300182,-0.000842259,0
RGI60-03.01644,-77.99973164,78.94754547,1,0.005801455,0.003766022,0.002632303,0.001903859,3.27E-06,-1.85E-06,0
RGI60-03.01650,-78.00965414,79.04418638,1,9.67E-05,0.00011124,2.91E-05,7.10E-05,-2.88E-05,3.38E-07,0
RGI60-03.01651,-78.1267537,79.04584171,1,0.000191201,0.000204822,0.000134137,0.000186522,-1.15E-05,-4.57E-06,0
RGI60-03.01653,-78.62388114,79.05138275,0,0.000989654,0.001061339,0.000981704,0.00098949,-3.43E-05,-0.000288548,0
RGI60-03.01658,-77.21881753,77.95357592,0,0.001038519,0.000767416,0.000790392,0.000705043,-0.00048071,-0.000667029,0
RGI60-03.01659,-79.40407827,77.30856948,0,0.000834752,0.0007085,0.000779685,0.000929405,-0.000721523,-0.000673632,0
RGI60-03.01660,-79.35193069,77.30326931,0,0.000362853,0.000371275,0.000400512,0.000372856,-0.000292056,-0.000340744,0
RGI60-03.01662,-79.05189165,77.32646532,1,0.001552186,0.0009505,0.002512987,0.001138747,-0.001327754,-0.001979701,0
RGI60-03.01663,-78.93113581,77.37225201,1,6.00E-05,0.000187124,0.000222924,0.000221045,-5.19E-05,-0.000140818,0
RGI60-03.01664,-78.90163513,77.38774598,1,0.002390944,0.001478728,0.001829894,0.001171601,-0.001586311,-0.001509192,0
RGI60-03.01666,-78.76040486,77.40166214,1,0.021007117,0.012989061,0.01794864,0.009268325,-0.003741006,-0.004457402,0
RGI60-03.01667,-78.3882486,77.40510505,1,0.01535866,0.010494962,0.013158899,0.006988458,-0.005697774,-0.007902963,0
RGI60-03.01678,-78.07355718,77.58723474,1,0.106648809,0.046209572,0.109067269,0.03518721,-0.06444319,-0.088083715,0
RGI60-03.01679,-78.09371057,77.7805788,1,0.011298174,0.008605372,0.010098503,0.006769909,-0.003142234,-0.00584328,0
RGI60-03.01686,-80.99034085,77.38878426,1,0.005010315,0.006783758,0.006571044,0.001938616,-0.001349041,-0.005498784,0
RGI60-03.01687,-75.67065426,78.52565911,1,0.010782936,0.007345502,0.006549871,0.005173823,-0.000832609,-0.000235429,0
RGI60-03.01688,-80.29876095,77.30849174,1,0.004747001,0.001662146,0.002671369,0.001042471,-0.002239761,-0.002392041,0
RGI60-03.01689,-79.86389205,77.30514572,0,0.000229088,0.000380216,0.001118064,0.00070034,-0.000198769,-0.001084337,0
RGI60-03.01690,-79.73322236,77.31881505,0,0.001462381,0.001072482,0.002228089,0.001209574,-0.000417218,-0.000965864,0
RGI60-03.01692,-76.92667074,77.91296404,0,0.017156129,0.013812415,0.008882815,0.009996657,-0.0081153,-0.008415364,0
RGI60-03.01694,-76.31604506,78.01724651,0,0.008358517,0.008941144,0.010834963,0.007600617,-0.007604834,-0.009358568,0
RGI60-03.01699,-75.69458423,78.04619194,0,0.004855215,0.003491934,0.003208409,0.002271267,-0.00306163,-0.002817153,0
RGI60-03.01703,-75.7324489,78.12796246,0,0.005171523,0.004644806,0.002245418,0.001969531,-0.001343505,-0.001767254,0
RGI60-03.01704,-75.81552619,78.12418901,0,0.001720977,0.001377443,0.001087272,0.001061486,-0.000901437,-0.000654332,0
RGI60-03.01707,-76.53709431,78.14423565,1,0.001938536,0.004127676,0.008282951,0.008179571,-0.001013515,-0.001655638,0
RGI60-03.01710,-78.49875522,77.90236571,1,1.139758926,0.118551719,1.392170836,0.040276459,-0.089650821,-0.117824088,0
RGI60-03.01713,-81.8511501,77.72356466,0,0.002961781,0.003787855,0.002310971,0.003727137,0.000994284,0.001051533,0
RGI60-03.01714,-76.95037297,78.22233618,1,0.071979199,0.024460596,0.037646031,0.015964906,-0.004170019,-0.01433534,0
RGI60-03.01716,-76.48507647,78.25355074,1,0.000321969,0.000304975,0.000104405,9.74E-05,-3.34E-05,-2.97E-05,0
RGI60-03.01718,-76.41378621,78.246255,1,0.000948463,0.000918477,0.000477359,0.00042202,-4.98E-05,-0.000224346,0
RGI60-03.01719,-76.2888141,78.24439929,0,0.004296431,0.002271524,0.000749998,0.001084055,-0.001920778,-0.000688972,0
RGI60-03.01723,-81.5665745,77.57544726,0,0.0048458,0.008512651,0.005279136,0.003856384,-0.001883038,-0.002897502,0
RGI60-03.01727,-75.22362463,78.3855351,1,0.000506629,0.000476789,0.000221292,0.000202724,-4.62E-05,-0.00011375,0
RGI60-03.01729,-75.28745111,78.39790444,1,0.001210265,0.000728232,0.003124759,0.001291988,-0.001001506,-0.002889023,0
RGI60-03.01730,-75.46026069,78.41502528,1,0.0053033,0.001914776,0.005607042,0.002443997,-0.005099097,-0.004963975,0
RGI60-03.01731,-75.64526613,78.43597802,1,0.000452029,0.000692428,0.000248571,0.000246814,-0.00022075,-0.000182743,0
RGI60-03.01733,-76.08505727,78.45927874,1,0.017166462,0.00758845,0.020647412,0.009568683,-0.003682712,-0.004360784,0
RGI60-03.01738,-76.7049749,78.51212457,1,0.152553441,0.020749799,0.111604127,0.014075145,-0.001025203,-0.006821783,0
RGI60-03.01740,-76.36315152,78.54809353,0,8.75E-05,0.000258186,3.40E-06,0.00022812,-4.47E-05,2.78E-05,0
RGI60-03.01741,-76.22745509,78.54540813,0,0.000462017,0.000359914,6.06E-05,7.21E-05,-0.000351306,-2.17E-05,0
RGI60-03.01742,-74.88918441,78.57021146,1,0.004989785,0.002457779,0.005774996,0.002300927,-0.003263391,-0.00541063,0
RGI60-03.01743,-74.86419514,78.65888883,1,0.001213138,0.00106033,0.000916038,0.000873087,-0.000940304,-8.38E-05,0
RGI60-03.01744,-74.91504333,78.68818213,1,0.007946139,0.004824282,0.003450293,0.00377372,-0.001627799,-0.000582165,0
RGI60-03.01745,-74.82845469,78.75393282,0,0.000773235,0.000608903,0.000653881,0.000513843,-0.000326542,-0.000425182,0
RGI60-03.01746,-74.83394481,78.7633329,0,0.002660458,0.002000074,0.002136073,0.001805053,-0.001215534,-0.001846045,0
RGI60-03.01750,-77.91225297,77.98774362,1,0.01551807,0.005288888,0.006454065,0.003266915,-0.00442387,-0.005027167,0
RGI60-03.01765,-79.96360038,77.28683905,0,0.000207296,0.000247996,0.000185404,0.000213508,-0.000148433,-0.000157693,0
RGI60-03.01772,-77.5850251,77.96892604,1,0.001480267,0.00088157,0.000896696,0.000622584,-0.000998589,-0.000708793,0
RGI60-03.01777,-76.9999577,78.99671101,0,0.000675553,0.000506116,0.000611981,0.00057729,-0.000526396,-0.000515423,0
RGI60-03.01779,-77.31284038,78.98045356,0,0.000445526,0.000482524,0.000578011,0.000604738,-5.01E-05,-0.000430196,0
RGI60-03.01780,-77.46441305,78.97722424,0,9.90E-05,0.000222216,0.000119173,0.000143351,-4.09E-05,-2.77E-05,0
RGI60-03.01782,-77.72457476,78.95216085,1,9.94E-05,0.00018868,3.39E-05,9.12E-05,-5.38E-05,-1.32E-05,0
RGI60-03.01783,-78.24102721,78.76592052,1,0.012803494,0.002047158,0.011239936,0.001690552,-0.000332342,-0.000399833,0
RGI60-03.01784,-76.70010092,78.25885552,0,0.009361105,0.007469425,0.009417943,0.007332278,-0.002832866,-0.004077911,0
RGI60-03.01785,-78.24527821,78.0030965,1,0.012042666,0.006870723,0.004679425,0.00261462,-0.006215515,-0.003693482,0
RGI60-03.01891,-85.07524289,76.54523497,0,0.00029959,0.000230055,7.49E-05,0.000230806,-0.000250393,-4.70E-05,0
RGI60-03.01892,-85.08831997,76.57401226,0,0.013902821,0.008339551,0.010096599,0.002550715,-0.001203041,0.000419456,0
RGI60-03.01893,-85.20989794,76.61814636,0,0.000124717,0.000219121,6.66E-05,0.000164956,-9.02E-05,-3.12E-05,0
RGI60-03.01897,-85.27894424,76.666634,1,0.065013026,0.013558384,0.051023438,0.009692849,-0.022049246,-0.014394787,0
RGI60-03.01993,-84.97244255,76.40825366,0,0.00023515,0.000282739,0.000231371,0.000397072,-0.000165912,-0.000201808,0
RGI60-03.01994,-86.20133466,76.53275788,0,4.96E-05,0.000121702,7.60E-05,0.000158392,-1.51E-05,-6.12E-05,0
RGI60-03.02084,-82.01954815,76.64481284,0,9.10E-05,0.000104948,8.83E-05,0.000101264,-5.98E-05,-6.26E-05,0
RGI60-03.02230,-77.74459253,77.83422157,1,0.007480473,0.00825849,0.009653572,0.008659227,-0.003340401,-0.006910523,0
RGI60-03.02429,-81.97130769,75.80343617,1,0.017306693,0.004256742,0.013653901,0.004353286,-0.003058599,-0.004879644,0
RGI60-03.02430,-81.80402883,75.79603149,1,0.000704398,0.000669064,0.000372703,0.000616959,-0.00048788,-0.000238192,0
RGI60-03.02431,-81.70256514,75.79092099,1,0.00076614,0.000797082,0.000745045,0.00073904,-0.000655132,-0.000645651,0
RGI60-03.02432,-81.60758973,75.80445379,0,0.000231678,0.000184914,0.000124963,0.000240249,-0.000161632,-9.44E-05,0
RGI60-03.02434,-81.49791015,75.79760132,0,0.000240227,0.000225684,0.000173309,0.00028124,-0.000168675,-0.000128551,0
RGI60-03.02435,-83.1910018,75.72461642,1,0.010402421,0.007358053,0.010916829,0.007165037,-0.004719729,-0.00725047,0
RGI60-03.02437,-81.38971091,75.78662343,0,6.73E-05,8.71E-05,6.45E-05,6.32E-05,1.14E-05,-1.84E-05,0
RGI60-03.02438,-81.32995863,75.7754422,0,0.000800733,0.00064573,0.000895675,0.000740305,-0.000462267,-0.000707002,0
RGI60-03.02442,-81.28913331,75.67470143,1,0.104737672,0.014873183,0.189425068,0.017887018,-0.003961584,-0.063980735,0
RGI60-03.02446,-80.52688006,75.64525019,0,0.003368392,0.003255684,0.012668882,0.007351752,-0.002672262,-0.009265614,0
RGI60-03.02447,-81.14315541,75.64285191,1,3.04E-05,6.47E-05,1.83E-05,4.38E-05,-6.63E-06,-2.87E-06,0
RGI60-03.02448,-80.81391497,75.6266974,0,0.000665763,0.000702136,0.001627924,0.001219595,-0.000575374,-0.000736631,0
RGI60-03.02451,-80.31656763,75.62284993,0,0.00375029,0.002553393,0.006272701,0.003850617,-0.001279678,-0.002092121,0
RGI60-03.02452,-81.05949068,75.60927487,1,0.008391015,0.005754251,0.007050165,0.00555493,-0.003805202,-0.002782163,0
RGI60-03.02454,-80.90040661,75.62295578,0,0.000226369,0.000241493,0.000358184,0.000375693,1.58E-06,-0.000133662,0
RGI60-03.02455,-80.17681322,75.59917345,0,0.000543611,0.000417056,0.000889257,0.000694179,-0.000443578,-0.000819789,0
RGI60-03.02456,-80.11836062,75.55134381,0,0.004135948,0.00344825,0.005951523,0.003962388,-0.002561635,-0.004247882,0
RGI60-03.02457,-80.49092731,75.46114584,1,0.060021443,0.015595265,0.045527879,0.01380665,-0.00837701,-0.010595384,0
