gauge_id,gauge_name,gauge_code
08H/02H,FRAGAS DA TORRE (R.E.),1627758654
06I/03H,FRIDÃO (R.E.),1627758664
12I/01H,FRONHAS (R.E.),1627758666
16G/01H,FÁBRICA DA MATRENA,1627758606
13H/01H,FÁBRICA DO BOQUE (SERPINS),1627758604
17C/05H,GAEIRAS (R.E.),1627758674
04H/01H,GARFE,1627758680
03Q/01H,GIMONDE (R.E.),1627758684
22G/02H,HERDADE DE PANCAS,1627758692
21A/02H,JUNÇÃO DAS RIBEIRAS (EX. QUINTA DO PISÃO),1627759318
10M/04H,LAGEOSA DO MONDEGO,1627758734
31K/03HA,LARANJEIRAS,10703807588
21B/03H,LAVEIRAS,1627758740
27L/04H,LIMAS,1627758746
13H/03H,LOUÇAINHA,1627758748
09J/01H,LUSTOSA DA RIBAFEITA,1627758754
31K/04HA,LUZ TAVIRA,10703807596
11L/01H,MANTEIGAS (R.E.),1627758758
21B/01H,MERCÊS,1627758778
25G/03H,MOINHO DA GAMITINHA,1627758798
07L/01H,MOINHO DA PONTE NOVA (R.E.),1627758806
25G/02H,MOINHO DO BRAVO,1627758790
18I/01H,MOINHO NOVO,1627758804
10K/04H,MOINHOS DE PEPIM,1627758812
19M/01H,MONFORTE,1627758814
26K/01H,MONTE DA ARREGOTA,1627758818
27J/01H,MONTE DA PONTE,1627758840
21O/01H,MONTE DA VINHA,1627758852
29L/01H,MONTE DOS FORTES,1627758828
30G/01H,MONTE DOS PACHECOS,1627758836
19N/01H,MONTE PISÃO,1627758838
14D/03H,MONTE REAL,1627758842
05M/01H,MURÇA (R.E.),1627758868
10K/03H,NELAS (R.E.),1627758878
29E/01H,ODECEIXE,1627758892
30M/01H,ODELEITE (PONTE),1627758900
30E/05H,ODEÁXERE (GORDEIRO),1627758890
24I/01H,ODIVELAS,1627758910
28K/02H,OEIRAS,1627758912
30H/01HA,PADERNE,10703807612
04G/04H,PADIM DA GRAÇA,1627758918
11M/01H,PAI DIZ (R.E.),1627758920
04K/01H,PARADA MONTEIROS (R.E.),1627758926
20I/04H,PAVIA,1627758938
09H/01H,PEDRE RIBEIRADIO,1627758940
28G/02H,PEGO DAS CARRETAS,1627758946
19C/01H,PENEDOS DE ALENQUER,1627758950
06G/03H,PEREIRAS,1627758960
17F/05H,PERNES CANAL,1627758964
07O/01H,POCINHO,1627758974
22C/02H,PONTE AIANA,1627758990
19C/03H,PONTE ALENQUER,1627758992
19N/02H,PONTE ALGALÉ,1627758994
26G/04H,PONTE ALVALADE CAMPILHAS,1627758996
26G/05H,PONTE ALVALADE SADO,1627758998
22C/01H,PONTE APOSTIÇA,1627759002
10G/01H,PONTE ARRANCADA,1627759004
05E/03H,PONTE AVE,1627759006
12E/01H,PONTE AZENHA NOVA,1627759008
18E/06H,PONTE BARBANCHO,1627759014
19C/02H,PONTE BARNABÉ,1627759018
05G/01H,PONTE BRANDÃO,1627759026
20H/02H,PONTE BROTAS,1627759028
12G/02H,PONTE CABOUCO,1627759030
20C/01H,PONTE CANAS,1627759042
06I/02H,PONTE CANAVEZES (R.E.),1627759044
21F/01H,PONTE CANHA,1627759046
13E/04H,PONTE CASAL DA ROLA,1627759052
02P/01H,PONTE CASTRELOS,1627759058
13F/02H,PONTE CASÉVEL,1627759056
04J/05H,PONTE CAVEZ (R.E.),1627759060
12J/01H,PONTE COJA,1627759066
12G/08H,PONTE CONRARIA,1627759068
20F/02H,PONTE CORUCHE,1627759070
19D/05H,PONTE COURAÇA,1627759072
03G/02H,PONTE DA BARCA,1627759016
30I/03HA,PONTE DA SALGADA,10708451546
30F/01HA,PONTE DA TORRE,10708451550
03F/02H,PONTE DE LIMA,1627759116
11I/07H,PONTE DINHA,1627759076
10K/06H,PONTE DOBREIRA,1627759078
31K/05HA,PONTE E.N. 125,10708451554
05J/01H,PONTE ERMELO,1627759080
20G/01H,PONTE ERRA,1627759082
10N/01H,PONTE FAIA,1627759086
09O/02H,PONTE FIGUEIRA (R.E.),1627759092
18E/01H,PONTE FREIRIA,1627759096
04O/02H,PONTE GUIDE,1627759102
13I/01H,PONTE GÓIS,1627759098
10L/01H,PONTE JUNCAIS,1627759108
05E/01H,PONTE JUNQUEIRA,1627759110
21B/05H,PONTE LIDO (AMADORA),1627759112
04N/02H,PONTE LILELA,1627759114
30G/08H,PONTE MESQUITA,1627759126
15E/03H,PONTE MESTRAS,1627759128
09F/01H,PONTE MINHOTEIRA,1627759130
21B/06H,PONTE MIRAFLORES,1627759132
10M/05H,PONTE MISERELA,1627759134
13F/04H,PONTE MOCATE,1627759136
23M/01H,PONTE MOURÃO,1627759140
12H/03H,PONTE MUCELA,1627759142
17F/02H,PONTE NOVA,1627759148
19D/04H,PONTE OTA,1627759154
17L/01H,PONTE PANASCO,1627759156
04O/01H,PONTE PEDRA,1627759158
30E/04H,PONTE PEREIRO,1627759164
04R/01H,PONTE PINELO (R.E.),1627759168
21C/01H,PONTE PINHAL,1627759170
21A/03H,PONTE PISÃO,1627759174
22G/01H,PONTE POMAR,1627759174
09I/03H,PONTE POUVES,1627759180
10K/05H,PONTE PRIME,1627759186
12F/01H,PONTE QUINTA LOUREIRA,1627759192
26L/01H,PONTE QUINTOS,1627759194
02Q/01H,PONTE RABAL (OLEIRINHOS),1627759196
10G/05H,PONTE REDONDA,1627759198
05Q/02H,PONTE REMONDES (R.E.),1627759200
10F/02H,PONTE REQUEIXO (CÉRTIMA E ÁGUEDA),1627759206
21C/02H,PONTE RESINGA,1627759208
30I/02HA,PONTE RIBEIRA DO RIO SECO,10708451558
17F/03H,PONTE RIBEIRA PERNES,1627759212
31H/02H,PONTE RODOVIÁRIA,1627759218
13F/01H,PONTE RÓDÃO,1627759216
12G/04H,PONTE SANTA CLARA COIMBRA,1627759222
10K/01H,PONTE SANTA CLARA DÃO,1627759224
20E/02H,PONTE SANTO ESTEVÃO,1627759236
26F/02H,PONTE SÃO DOMINGOS,1627759238
11I/06H,PONTE TÁBUA,1627759240
25G/04H,PONTE VALE JOANA,1627759244
09G/01H,PONTE VALE MAIOR,1627759246
04N/01H,PONTE VALE TELHAS,1627759248
06P/01H,PONTE VELHA CAPITÃO,1627759252
18K/01H,PONTE VILA FORMOSA,1627759256
04O/03H,PONTE VILAR (R.E.),1627759258
09I/02H,PONTE VOUZELA,1627759262
10G/02H,PONTE ÁGUEDA,1627758988
17C/04H,PONTE ÓBIDOS,1627759152
02G/01H,PONTILHÃO DE CELEIROS,1627759266
09I/04H,PONTÃO DE AVELAL,1627758982
31E/03HA,PORTELAS (BENSAFRIM),10708451566
31E/04HA,PORTELAS (VALA),10708451570
04G/05H,PORTUZELO,1627759288
27L/01H,PULO DO LOBO,1627759300
30H/02HA,PURGATÓRIO,10708451578
30J/01HA,QUERENÇA,10708451582
11H/04H,QUINTA CARVALHAL DO FREIXO,1627759308
07L/03H,QUINTA CASTELO BORGES,1627759310
21A/04H,QUINTA DAS CAMILAS,1627759304
06K/02H,QUINTA DAS GREGOSSAS,1627759312
06O/03H,QUINTA DAS LARANJEIRAS (R.E.),1627759314
30I/04HA,QUINTA DO FREIXO,10708451590
30I/05HA,QUINTA PASSAGEM,10708451594
08L/01H,QUINTA RAPE (R.E.),1627759320
03G/03H,RABAÇAL (R.E.),1627759326
17M/01H,RASA,1627759332
04G/06H,REAL,1627759336
03N/01H,REBORDELO (R.E.),1627759338
09J/02H,RIBAFEITA (R.E.),1627759344
09H/03H,RIBEIRADA,1627759350
10G/03H,RIBEIRO,1627759352
17D/01H,RIO MAIOR (R.E.),1627759354
07G/03H,RIO MAU (R.E.),1627759356
31J/01HA,RIO SECO,10708451614
27L/03H,ROCHA DA GALÉ (R.E.),1627759364
31H/01HA,ROTUNDA A2,10708451624
07K/01H,RÉGUA (R.E.),1627759342
06O/05H,SANTA JUSTA,1627759388
05K/01H,SANTA MARTA DO ALVÃO (R.E.),1627759398
29G/01H,SAPEIRA,1627759412
31E/05HA,SARGAÇAL,10708451652
07L/02H,SARZEDINHO,1627759414
12I/02H,SECARIAS (R.E.),1627759416
15P/01H,SEGURA (R.E.),1627759420
05S/02H,SENDIM (R.E.),1627759424
21B/04H,SENHORA DA ROCHA,1627759426
06O/06H,SENHORA DA ROSA,1627759428
30F/02HA,SENHORA VERDE,10708451674
11I/08H,SOBRAL (R.E.),1627759442
31E/06HA,SOBROSA,10708451690
24H/01H,SÃO DOMINGOS (ALGALÉ),1627759400
31I/01HA,SÍTIO IGREJA,10708451684
29M/01H,TENÊNCIA (PORTO DAS AREIAS),1627759458
02H/01H,TIBO DA GAVIEIRA,1627759460
03I/01H,TOCO DERIVAÇÃO (R.E.),1627759464
03I/03H,TOCO TOTAL (R.E.),1627759462
12G/07H,TORRES DO MONDEGO,1627759472
24H/03H,TORRÃO DO ALENTEJO,1627759470
17H/02H,TRAMAGAL,1627759478
24H/02H,VALE DA URSA,1627759506
03K/01H,VALE GIESTOSO (R.E.),1627759494
06L/02H,VALE MENDIZ,1627759496
08O/01H,VALE TREVO (R.E.),1627759504
28L/02H,VASCÃO,1627759514
23K/01H,VENDINHA,1627759526
10M/03H,VIDEMONTE (R.E.),1627759528
30F/02H,VIDIGAL,1627759530
09L/01H,VILA COVA DO COVELO,1627759538
10L/02H,VILA FRANCA DA SERRA,1627759540
11G/01H,VILA NOVA DE MONSARROS,1627759546
16K/01H,VILA VELHA DE RODÃO,1627759548
08L/02H,VILAR,1627759550
03P/01H,VINHAIS QUINTA RANCA (R.E.),1627759566
31K/06HA,VÁRZEAS,10708452018
17C/03H,ÓBIDOS,1627758888
18E/04H,ÓMNIAS (SANTARÉM),1627758916
